source_id	depth	cohort	title	artifact_kind	status	local_path	source_url	original_locator	resolved_version	bytes	sha256	text_path	text_bytes	text_sha256	references_path	references_bytes	references_sha256	reference_status	license_status	license_locator	note
SCIENTISTONE	1	preprint-watchlist	ScientistOne: Towards Human-Level Autonomous Research via Chain-of-Evidence	pdf_arxiv	fetched	evidence/weng/artifacts/pdf/scientistone.pdf	https://arxiv.org/pdf/2605.26340	https://arxiv.org/abs/2605.26340	arXiv:2605.26340	5166892	sha256:9d4fa9d1e9e6b1cdccfeff02fecbd28b5b961594952a1ac96e00ad135bed0a51	evidence/weng/text/scientistone.txt	116178	sha256:40fe60eee19cfffbca09f83773619f66612eede39e12dd88d7118913f8ff8f5a	evidence/weng/references/scientistone.txt	60266	sha256:936e0bf5ad21874ec52fe05aedc350ab791d002164eca5dc1e3de6b0ce0579cb	references_extracted	http://creativecommons.org/licenses/by/4.0/	https://export.arxiv.org/api/query?id_list=2605.26340	; claim ceiling: Identity only
SELF-HARNESS	1	preprint-watchlist	Self-Harness: Harnesses That Improve Themselves	pdf_arxiv	fetched	evidence/weng/artifacts/pdf/self-harness.pdf	https://arxiv.org/pdf/2606.09498v1	https://arxiv.org/abs/2606.09498	arXiv:2606.09498v1	4307149	sha256:065712f5bc1caeed717ad94e68bc0a011420417e86ef9b919ddb5e44e41398ab	evidence/weng/text/self-harness.txt	58170	sha256:e13b6b14f0d1f359d8a0e535c91a06bc5503b3d6c44220a9e05af8de4191814e	evidence/weng/references/self-harness.txt	14250	sha256:d9f01bc05a9b6f4c6382a030cf7177f46c63301d6959eb5a54123dab2995072f	references_extracted	http://creativecommons.org/licenses/by/4.0/	https://export.arxiv.org/api/query?id_list=2606.09498	; claim ceiling: Abstract mechanism and author-reported measurements
SELF-REFINE	1	established	Self-Refine: Iterative Refinement with Self-Feedback	pdf_arxiv	fetched	evidence/weng/artifacts/pdf/self-refine.pdf	https://arxiv.org/pdf/2303.17651	https://arxiv.org/abs/2303.17651	arXiv:2303.17651	2014949	sha256:81e44592314d80218ad108d3490cd0b84ba5962fefd5c84819987afd77a57087	evidence/weng/text/self-refine.txt	125314	sha256:b89e586a04917ae699e8291bd9331942cc6a3ee4661a9e12423217da0284e117	evidence/weng/references/self-refine.txt	91802	sha256:a787a169adaaaf9e418aa707d688a74df6ec7388e1cf16c913500b2a3d5e1008	references_extracted	http://creativecommons.org/licenses/by/4.0/	https://export.arxiv.org/api/query?id_list=2303.17651	; claim ceiling: Identity only
SELF-REWARDING	1	preprint-watchlist	Self-Rewarding Language Models	pdf_arxiv	fetched	evidence/weng/artifacts/pdf/self-rewarding.pdf	https://arxiv.org/pdf/2401.10020	https://arxiv.org/abs/2401.10020	arXiv:2401.10020	1136245	sha256:61bed62389be6445c7a8dc6608641e86a3cc1a4d9b0b19a1f8645fc425997a96	evidence/weng/text/self-rewarding.txt	67973	sha256:5cd1739229fbf3af38bd88d4c0ac7eb386c66765c1ffc4c36d8f6f3171cedc06	evidence/weng/references/self-rewarding.txt	26832	sha256:c5ef3f50f147b523c9f7831631cd9d234d51b1db1513421d8220031870ced369	references_extracted	http://arxiv.org/licenses/nonexclusive-distrib/1.0/	https://export.arxiv.org/api/query?id_list=2401.10020	; claim ceiling: Identity only
SHINKAEVOLVE	1	preprint-watchlist	ShinkaEvolve: Towards Open-Ended And Sample-Efficient Program Evolution	pdf_arxiv	fetched	evidence/weng/artifacts/pdf/shinkaevolve.pdf	https://arxiv.org/pdf/2509.19349	https://arxiv.org/abs/2509.19349	arXiv:2509.19349	3983855	sha256:ee287343c53240126e16a444d5ade2cd0ad0f290a400e78b97a040b93d965087	evidence/weng/text/shinkaevolve.txt	156176	sha256:7f512045f2dd5b78001c259d82de7fa23f5d5d4dfb88601de49d843d7ae3ab69	evidence/weng/references/shinkaevolve.txt	113255	sha256:191d901117bf3f7d0539711f8a729618cd0b7e2cb7d8988abd0678c15e75bccb	references_extracted	http://creativecommons.org/licenses/by/4.0/	https://export.arxiv.org/api/query?id_list=2509.19349	; claim ceiling: Identity only
SIA	1	preprint-watchlist	SIA: Self Improving AI with Harness & Weight Updates	pdf_arxiv	fetched	evidence/weng/artifacts/pdf/sia.pdf	https://arxiv.org/pdf/2605.27276v2	https://arxiv.org/abs/2605.27276	arXiv:2605.27276v2	993538	sha256:3f75a62487a5fb3fc2db8d06b78e6f6d598fc46b446cdfa9e205c33fb41de265	evidence/weng/text/sia.txt	42625	sha256:6b33df060ebad2091e71e6170fa47218eaae4abc16b6007f855ec3c6e49706df	evidence/weng/references/sia.txt	5840	sha256:4ad30515fcced42b7b36c9b61a3d5955bca6e523f12f5ffac1665fd813e4e42a	references_extracted	http://creativecommons.org/licenses/by-sa/4.0/	https://export.arxiv.org/api/query?id_list=2605.27276	; claim ceiling: Abstract mechanism and author-reported results; confounds remain
SPIN	1	established	Self-Play Fine-Tuning Converts Weak Language Models to Strong Language Models	pdf_arxiv	fetched	evidence/weng/artifacts/pdf/spin.pdf	https://arxiv.org/pdf/2401.01335	https://arxiv.org/abs/2401.01335	arXiv:2401.01335	1432128	sha256:796c894bd81eedeb9b4048b62a1849281782b93345966c6aafc4701ead6e6cc4	evidence/weng/text/spin.txt	88960	sha256:4f0e2a64d155442695555980c4cce11cb9f36c5b9073df6eb2746ef9a5ac562d	evidence/weng/references/spin.txt	45551	sha256:cfb6490e56c6c2ff202011a0694f40cef70ca99554041972393805a82c289ce4	references_extracted	http://arxiv.org/licenses/nonexclusive-distrib/1.0/	https://export.arxiv.org/api/query?id_list=2401.01335	; claim ceiling: Identity only
STOP	1	established	Self-Taught Optimizer (STOP): Recursively Self-Improving Code Generation	pdf_arxiv	fetched	evidence/weng/artifacts/pdf/stop.pdf	https://arxiv.org/pdf/2310.02304v3	https://arxiv.org/abs/2310.02304	arXiv:2310.02304v3	966894	sha256:f1eb66d65763d84367fd380625cf86d66b5dd8e319c46259e7d0aabba9b608e2	evidence/weng/text/stop.txt	134665	sha256:1cf7d1a7dc9961c6b3d2f35149d0f78e587c5f3fa7a89df699a4294a91c6bdea	evidence/weng/references/stop.txt	92777	sha256:0d537e816eb4586e7a038f1e26a1bb81becadf7dc072a5af3bac8f2b6a5d48cc	references_extracted	http://arxiv.org/licenses/nonexclusive-distrib/1.0/	https://export.arxiv.org/api/query?id_list=2310.02304	; claim ceiling: Abstract claims and explicit full-RSI limitation
THETAEVOLVE	1	preprint-watchlist	ThetaEvolve: Test-time Learning on Open Problems	pdf_arxiv	fetched	evidence/weng/artifacts/pdf/thetaevolve.pdf	https://arxiv.org/pdf/2511.23473	https://arxiv.org/abs/2511.23473	arXiv:2511.23473	3949612	sha256:8e74933b2a4dddbf80a063fb88438c95b62b982a5167bbb77213ce1e3839715d	evidence/weng/text/thetaevolve.txt	108455	sha256:5796d787066d9d491058c6476966be61de4e12cb0bf0fa06234bdfb5001e651a	evidence/weng/references/thetaevolve.txt	61517	sha256:a34233dd3f266f8155148c743e4bf800c47588e7acc7c9b3ce8503bba4ee2c39	references_extracted	http://creativecommons.org/licenses/by/4.0/	https://export.arxiv.org/api/query?id_list=2511.23473	; claim ceiling: Identity only
WENG-HARNESS	0	secondary-anchor	Harness Engineering for Self-Improvement	html	fetched	evidence/weng/artifacts/html/weng-harness.html	https://lilianweng.github.io/posts/2026-07-04-harness/	https://lilianweng.github.io/posts/2026-07-04-harness/	sha256:45bc3793c36e42f79749f84af510761798b85960ad18d3123d86f3a403e247ac	133975	sha256:45bc3793c36e42f79749f84af510761798b85960ad18d3123d86f3a403e247ac	evidence/weng/text/weng-harness.txt	46696	sha256:d83d4ce0d952398808386a82924151ccc87f33e130e2384d33350e8f2532ce4e	evidence/weng/references/weng-harness.txt	4874	sha256:9f5cdeaea2e1a42b3446fe881647d2adaec9d17445c1c6ac43271f3610e4b163	references_extracted	unknown	https://lilianweng.github.io/posts/2026-07-04-harness/	; claim ceiling: Anchor synthesis and bibliography topology; primary sources own mechanism and results
WENG-REWARD	1	secondary-anchor	Reward Hacking in Reinforcement Learning	html	fetched	evidence/weng/artifacts/html/weng-reward.html	https://lilianweng.github.io/posts/2024-11-28-reward-hacking/	https://lilianweng.github.io/posts/2024-11-28-reward-hacking/	mutable page retrieved 2026-07-31	149284	sha256:99da73635a1800451d546644414161325c9fcd1455e971df5bf3dce987bbdd4e	evidence/weng/text/weng-reward.txt	46426	sha256:3a3d0931092d4fb00102f0da4acb216e773d65c01379af4f73fceedc5056846d	evidence/weng/references/weng-reward.txt	3116	sha256:7a951426b3cede8eaf5b55d3f45aadb35436d27b61800b8c64ae7e7007096c3a	references_extracted	unknown	https://lilianweng.github.io/posts/2024-11-28-reward-hacking/	; claim ceiling: Secondary reward-hacking and evaluator-bias synthesis
YUDKOWSKY-2008	1	established	Recursive Self-Improvement	html	fetched	evidence/weng/artifacts/html/yudkowsky-2008.html	https://www.greaterwrong.com/posts/JBadX7rwdcRFzGuju/recursive-self-improvement?format=html	https://www.lesswrong.com/posts/JBadX7rwdcRFzGuju/recursive-self-improvement	GreaterWrong mirror retrieved 2026-07-31	177837	sha256:c9811959e2233257ae5edce3761bd8a02dce4c320741fd702c3735d528b3250a	evidence/weng/text/yudkowsky-2008.txt	30486	sha256:ba87895f6d2ab8192025d4ac2eadf61d776d81617f0d086ecb2bd57988b42798	MISSING	0	MISSING	references_heading_not_found	unknown	https://www.lesswrong.com/posts/JBadX7rwdcRFzGuju/recursive-self-improvement	; claim ceiling: Mirror of the original post; identity and terminology lineage only
